,SRR14291145,SRR14291146,SRR14291147,SRR14291148,SRR14291149,SRR14291150,SRR14291151,SRR14291152,SRR14291153,SRR14291154,SRR14291155,SRR14291156,SRR14291157,SRR14291158,SRR14291159,SRR14291160,SRR14291161,SRR14291162,SRR14291163,SRR14291164,SRR14291165
Parabacteroides faecis,-4.873670592189571,-7.78581016659861,-8.323961669398914,-6.908272140949252,-7.936762145282376,-3.9792019317182397,-3.99566884935907,-4.207424237458514,-4.422639317589209,-3.891744850528409,-3.563463404214109,-5.509336917925847,-3.2325712386284287,-3.487993085426039,-3.147637433640839,-6.373509907841661,-5.947909160445448,-6.350807458296507,-6.157969803604615,-5.819348331268034,-8.535100376042855
Faecalibacterium sp. IP-1-18,-5.250117978375024,-2.9405948536575632,-2.404481851856668,-2.961658235536482,-3.178122508257789,-2.616321227929082,-2.655605335839206,-2.6740578627660025,-2.547676481095685,-3.4773732617349107,-2.084360154907875,-5.337932987557619,-2.79542485559111,-2.3598665831070567,-2.2381735502342166,-1.622345997472472,-1.7762888649879767,-1.7876293734674398,-1.6109410472198742,-2.1064549177691854,-3.512424327773177
Blautia sp. KLE_1732_HM_1032,-0.6455351263914536,0.2422975518973899,0.8074961870418762,-0.18623311356325006,0.035679221281170986,-0.2510102003907778,-0.363718108254927,0.7852790019327961,0.0,0.0,-0.4481233142437062,0.0,-0.23659282427611167,1.1183674522074938,1.0049209132628638,1.6268616175582848,0.4652933896422746,0.6092418350322211,0.08896600273107043,0.0,0.2234004669039287
Claveliimonas bilis,-4.9344246232686695,-5.107409217114385,-4.41293134342944,-5.426069214653289,-5.170233236683502,-5.401179328017244,-4.764188688946953,-4.519430664326683,-5.248856840477387,-5.132450365027031,-4.769183155330711,-4.432269248037883,-4.48250814359955,-4.026934264991075,-3.6432553308107427,-3.338917507702388,-4.2717468453414424,-4.20955644083715,-4.506654356734371,-4.906164617541882,-4.1528366179279805
Bacteroides finegoldii,-4.63088389695395,-3.3311731520448453,-5.297772145418023,-4.292826415644458,-2.999388325090216,-2.890893513590579,-4.058444365349758,-3.4251981029762635,-3.5036324356646347,-4.733629759372957,-5.742926920012024,-5.645805032261754,-6.846898658608629,-7.107187220966501,-8.007827763106611,-2.2589476223037024,-0.6839010414872655,-0.650443339235306,-0.5560158657606831,-0.006671263571368315,-5.04592141401147
Faecalibacterium sp. I4-1-79,-4.120926904564181,-3.24224203372476,-2.558747029073517,-3.0893704650636056,-3.361695680703708,-2.3846851242838345,-2.442870312336278,-2.889241992178973,-2.074444448042756,-3.2313400158868304,-1.4396005210468987,-3.5234628776121646,-2.409133077841247,-2.3218317346558073,-2.2856653680254286,-1.5213720090836338,-1.9014347306459456,-1.9275627139806728,-1.9068147831306292,-2.356427077376139,-3.901297850932017
Anaerocolumna sp. MB42-C2,-7.188181215514461,-6.85041924802168,-6.019551335769553,-7.787256739987878,-7.023872809052409,-7.338352490561817,-6.843546480560244,-6.864768613999065,-7.568860058440264,-7.660345333337751,-7.1992217567687025,-6.449910639790651,-6.832914429172923,-6.813241538605019,-5.899768017249146,-5.183178695737509,-6.406863776254501,-5.933805772137151,-6.481992302500112,-6.636343502781737,-6.973706346460075
Butyricimonas paravirosa,-4.5828125041314545,-8.906562326059259,-9.349052650361765,-8.926419487659517,-8.195295158881228,-10.890893513590846,-9.878311898720934,-10.572841657042733,-11.097239030795079,-10.885765447371973,-10.393978611191105,-5.484399016175944,-10.1594888889168,-9.767437848992008,-9.499680859436367,-2.8478815465029004,-2.9705080784284834,-3.5305937082550902,-2.6457355800909457,-2.116182259482394,-9.4762066869893
Parabacteroides johnsonii,-1.6014216035570485,-4.711414740913635,-6.2190466591891935,-4.863878021590792,-5.493818649433637,-4.649307527020821,-5.2571534442326415,-5.665951061434053,-5.945929707520078,-5.953637560264203,-6.165159920695067,-2.7870951059100757,-5.607873645383934,-4.891798187367811,-5.519541281797116,-5.397488770776096,-5.048672137380366,-5.756701545090526,-5.269615159433525,-4.1566945460391755,-3.18710998456926
Bacteroides sp. DH3716P,1.4071798817669225,-2.56840961165374,-2.4235112236261847,-2.227912617435531,-1.97639813640453,-3.9266489249560523,-4.54586593191955,-5.101026313949443,-5.620259210946899,-5.7933191986071515,-5.645785761601486,0.4915182727319914,-5.030205871971687,-4.435241418650698,-4.823723826494526,-4.917445140302759,-4.3528046493036765,-4.721967128961439,-4.413767059192821,-4.104427236422205,-1.0579605078723935
Alistipes finegoldii,-3.752104439153987,-2.8053578321476675,-2.6910917877861547,-1.0787079524912784,-2.9670158944678557,-2.498003706340558,-2.426497695522917,-2.050767503625245,-2.9365918429407403,-3.5611877740704303,-4.423872720578767,-4.934769588567067,-2.4994354716141247,-2.51578637584838,-2.3921368274602863,-2.740900790865865,-2.6764708360117777,-3.2456482552794776,-2.462044893687049,-2.656338006045244,-2.91916427172553
Bacteroides sp. D2,-3.772373251575965,-4.601912222603674,-3.629273567012182,-3.954657679749883,-3.126190510541217,-3.0316693516123756,-3.526349242632278,-5.01719472314597,-6.573677074738038,-6.354842786363477,-6.517461664625957,-4.7965436336348395,-5.7872557121812225,-5.557984483362943,-6.685899668219241,-5.938790042701118,-5.006325846670772,-4.49431832186354,-4.655305324609936,-4.628552151490881,-4.175106849364807
Blautia argi,-4.873670592189571,-4.75713777671593,-4.24236345021176,-5.136122550164701,-4.997182930967674,-5.566562928487913,-4.9378013356199775,-4.823492338420533,-5.622753066435456,-5.409078798636351,-4.82317417346645,-4.234024182313611,-4.640994360060747,-3.9059077867832452,-3.572643690715978,-3.5120707383746317,-4.688377602695954,-4.587355358115713,-4.807855618911495,-5.276379919211501,-4.210669773952286
Paraprevotella clara,-1.4955880657637346,0.6567398903500495,0.7257226080892705,-1.196089089740013,0.9704336757759606,-7.55937936987404,-7.6285335895894,-8.08209449793908,-7.4139744564620855,-7.715840445929448,-8.214069521176045,-2.0857242718848186,-7.773835196418927,-8.692149721687677,-8.270862168940413,-7.082562756287462,-6.380868567721564,-6.945631207533938,-6.332786485822609,-6.146459323844726,-4.381407614193555
Bacteroides sp. CACC 737,-2.861124444622009,-2.878919570990071,-3.113500248500627,-3.2113046147149564,-2.8078011944266668,-6.322050678232705,-6.205196767092052,-6.80146603209054,-6.143042720408173,-5.872565949616886,-6.196761918080904,-3.9537724323006698,-6.306330277245925,-6.644055433486608,-7.2142786405740305,-3.3260763455696702,-3.458942643751756,-4.1561981934735925,-2.963451067181182,-2.9034199869311754,-0.29090173942483993
Faecalibacterium sp. HTF-F,-4.94306871767792,-1.920765557260522,-1.1373777817138269,-1.3079875180511573,-1.6723195450557622,-2.761954036364081,-2.9097153421334365,-2.84492120247937,-3.12835074454023,-4.0212151237325955,-2.8846984431030873,-5.251243253362319,-3.6198297500627037,-2.4294974361158936,-1.606758635805681,-3.120861802043712,-1.3926708118335351,-1.7958004704999788,-2.0095989451626406,-2.228485229107186,-3.6551768280345707
Wujia chipingensis,-4.038491987907646,-4.617055708864216,-3.6682150685740162,-5.18717295224206,-4.502133917645642,-4.472478654109415,-3.9855654854326636,-4.25964585451837,-4.971130261645222,-4.640072938311467,-4.078262953168746,-3.905752415601533,-5.127843262300189,-4.5222247202453385,-3.9918862192375757,-3.2900938996540177,-4.262224071222934,-3.930130113993746,-4.179760008953658,-4.462373289281463,-5.015027406065688
Roseburia hominis,-2.418150349364495,-1.1778859400975752,0.26520515081046353,-0.7124693425745303,-0.7521192139800424,-2.2695742125763876,-1.8414012087286764,-1.5142900267572623,-1.697673524513413,-2.2116770561776016,-2.0349154275126535,-1.681622100397367,-1.4039551627598958,-0.6047767819821835,-0.3926272898280515,0.4936443499037092,-0.9924821965327071,-0.49133614557856403,-0.8935408156990641,-1.216755936525079,-2.2661036050507875
[Clostridium] innocuum,-3.3566619330831218,-4.8367183374450935,-4.254905495806159,-4.880366144379362,-4.825626475047658,-5.309944075376051,-4.295550306193026,-4.296396331949217,-5.394666725361138,-5.134024500525137,-5.178445611445292,-3.611649676147331,-4.146458940467533,-3.4474432299903732,-3.211968479886823,-3.5281577225422684,-4.327757231261992,-4.136580991461173,-4.049162279111879,-4.658650282507306,-1.995187665079161
Solibaculum mannosilyticum,-6.169802686199603,-7.247217629015489,-6.934015151082875,-7.397310221671874,-7.188569295692914,-6.554610125726154,-6.01427678207419,-5.146576902340471,-6.67873767621263,-6.7933191986071515,-6.782953813883606,-7.773259409377663,-5.132117917400512,-5.103117556657451,-4.813180332253054,-5.254378754215504,-5.433335987615691,-5.53282180914721,-5.573937773757948,-5.819348331268034,-4.0423570019675905
Emergencia timonensis,-6.558700048014649,-7.37604760936044,-6.905818259252218,-7.863878021590817,-7.6421413963907385,-7.282084270915071,-6.4285089812814,-5.921047647843204,-6.921161802371138,-6.808321361946404,-6.596317085337198,-7.555952277200976,-6.013022860298329,-5.427587846107265,-5.162058957443768,-6.190142643487277,-6.658402543250473,-6.539526833025097,-6.712558655282256,-7.084749751645747,-6.500454233235929
Parabacteroides sp. CT06,-4.530417452376629,-0.18004679580130908,-1.5241776292610887,0.14582337960150393,-0.7009722704224405,-4.739792386439923,-4.671714413353263,-3.4528272835571796,-4.257550710354034,-4.635606386629575,-4.60689228663933,-6.568230606979412,-3.9232431805207,-2.9413433963359985,-2.987434216607094,-0.9902803578908529,-0.9326047399395606,-2.457080229928745,-0.41710277175607674,-1.2772679267388718,-6.338703163239323
Aristaeella hokkaidonensis,-8.312591557704431,-8.197341722375914,-7.755677909824356,-8.050291145821692,-8.066397425698991,-8.153927919424408,-7.106580886394028,-6.428007636563094,-7.431356534690339,-7.73482354929703,-8.090197863013843,-8.238922981726464,-6.4952996970449295,-6.435241418650698,-5.76836182841121,-5.7973820644952605,-3.9603669167186615,-4.12476938713758,-4.8935408156990645,-4.495057099012184,-7.596500920706985
Aminipila luticellarii,-9.234117499681375,-8.883842249559143,-8.323961669398914,-8.982272722393054,-9.129407223224803,-7.648036989694438,-5.630384385277327,-5.216503531369378,-6.617769658921202,-6.258982770955967,-7.523613891607551,-8.710674871999661,-4.741908554965605,-4.772276405928269,-5.218910089305671,-6.218339535317924,-5.895441740551312,-6.362649070941018,-6.9193248414693,-6.807571163491682,-6.966933117864644
Akkermansia muciniphila,-7.047318679674605,-7.321599825338057,-6.953123974030576,-8.132168152876087,-7.421062306998344,0.34052769416299156,-0.024355795645504767,0.4633556448901647,-8.289884108737473,-8.46543364842341,-8.39397861119096,-7.268670325120513,-6.609859461307786,-6.3080062303545965,-5.513838922432933,-6.256813683132563,-5.880794964586916,-6.139124680114658,-6.55360477166094,-5.744461119637038,-7.419623158622895
Eubacterium ventriosum,-3.4589429833728538,-5.135649399969657,-4.374587742468849,-5.816572306812436,-5.264336803310874,-4.1494265271894335,-3.4672660211446193,-2.8477398846672077,-3.4825291866798342,-4.040275396427368,-3.38870495462701,-3.539993939158877,-3.2410103190329203,-3.1256441256740555,-2.534257293626143,-2.5182649177838363,-3.0838868299644213,-2.6362250329012435,-2.1513575122618387,-3.529707341135685,-2.272483477096872
Parabacteroides distasonis,0.8420536125154976,1.1836761427110087,0.2962581561086059,1.0403141066580535,0.30782467781471856,-2.136674080455436,-2.265578226441966,-2.040922479397077,-2.0309428094061692,-2.061649047219934,-2.0970624043116572,0.3848714337153014,-1.6764532982640468,-1.981168221343421,-1.7294299320414073,0.28265954337192223,0.6511377891798935,-0.3772136986975576,1.2321700411415615,0.27002617025717346,-0.79208927415009
Bacteroides heparinolyticus,-2.6450942992297484,-7.176483117478241,-6.730731552694136,-6.698818775320296,-7.011949641676588,-7.090424977118228,-7.507943448775797,-7.816112808054951,-7.090319616855251,-7.30080294665059,-8.224053609748642,-3.5148964432677428,-7.455473716551753,-8.28939055218728,-8.21427864057405,-6.256813683132563,-5.799345150967167,-6.374588684252549,-5.984638200719058,-5.34494420569457,-7.317008092140002
Butyricimonas virosa,-8.208880208182318,-6.557412762436821,-5.300828703851358,-5.11385627459914,-6.7921039024504894,-10.212821608478107,-10.987936389895568,-9.548179602808363,-10.15382255916142,-10.803303287179954,-11.586623689133695,-7.801970706019187,-10.026222358053278,-9.767437848992008,-10.412218018185936,-0.8862440810076311,-1.0249512027110883,-1.6526374375781148,-0.6898125627320993,-0.195736646767474,-4.106507566872509
uncultured Bacteroides sp.,-1.884244390630221,-6.063663287143938,-6.233575432941782,-6.196777234299166,-5.774370816525464,-4.743858227667994,-4.739010125950954,-5.48977504582956,-4.915035699574295,-4.860788781840532,-5.341410560386795,-2.555761255017194,-5.051639061583037,-6.331618787576549,-6.499680859436276,-4.112017666816266,-3.402934509075137,-4.134041779821423,-3.9222842169498415,-3.0635851416476947,-6.314856421284958
Butyrivibrio hungatei,-7.135713795620331,-7.190355292059796,-6.464266241460062,-7.738347139506947,-7.243275187783057,-7.056317122797964,-6.918451289574127,-6.853393824134395,-7.4667618708215215,-7.5302847927733785,-6.959350383554234,-6.562078379997818,-6.5324846173785796,-6.144340219383961,-5.5281373054855,-4.958472408562814,-6.438689222109905,-5.975625947831772,-6.4925101744141065,-6.76709209413661,-7.146604664216471
Bacteroides sp. HF-162,-4.112614454625089,-2.7785884698582333,-2.3268795461588287,-2.485997084703777,-2.848305141796138,-7.009881549807678,-7.311051399733235,-6.853393824134395,-6.747830199485574,-6.669447540444978,-7.371610798162511,-4.89363089377358,-6.865757685859951,-7.5635655156262604,-7.444398423935106,-4.698082723984581,-4.54725557932926,-5.237448513996761,-4.0654273334746645,-3.789359673991856,-2.2828291764248867
Prevotella communis,-4.660514861124699,-6.022755343563731,-5.7286720305158365,-6.174917800335419,-5.810057672439176,-9.990429187141634,-9.913935808451653,-9.649462938645506,-10.405361326157456,-10.019031978235217,-10.146051097747387,-3.155217537277256,-10.59012324324667,-9.252864676162137,-9.040249240799023,-7.711379546598048,-7.510151584666543,-8.226587521365,-8.032438921520788,-7.483299128136014,-8.762510872145937
Hoylesella buccalis,-4.572716626395948,-5.100844040638705,-4.950721483815269,-5.330843312913499,-5.055648184607269,-9.338352490561887,-9.621154059223832,-9.730382934029162,-9.371413994234036,-9.358518444506949,-10.108576392328812,-2.801064775037505,-9.528722698582392,-9.574792771049564,-9.545484549049489,-7.671851182411418,-7.615333821358593,-7.848075898111266,-7.720779162087245,-7.008618682429779,-10.150436525807633
Coprobacter secundus,-5.880296069004613,-8.31398664122817,-8.181942664526462,-8.252920312336697,-8.222516627616256,-7.009881549807678,-7.287496671754318,-7.758397310198656,-7.607854190056138,-7.172328388701793,-7.70049165369163,-6.755600742881135,-7.695832684417656,-8.620596460662671,-8.592790263827785,-4.886951111181492,-4.312934891556468,-4.713096775776873,-4.029244997168017,-3.9993786826059656,-6.593889707250424
Bacteroides sp. A1C1,-3.026270571072904,-1.6907789704287088,-1.885456577910987,-1.936153922565106,-1.480664460318163,-4.705026968279246,-5.12212173728981,-4.9062809371342935,-4.880306669459294,-4.822211749729833,-4.611799417359741,-4.43789105755157,-4.6728160316926575,-4.4649621167707,-4.499680859436272,-2.9397678096249416,-2.143829370420703,-2.79062562592736,-1.9054965176073615,-1.6863535486339931,-4.119123927794361
Blautia wexlerae,1.5265926651097466,2.414130791513959,2.8942883890448323,1.9534545282321312,1.9232336009174953,0.6794998413441615,1.4990441373084105,1.3958127238974345,1.3164295782060376,1.1561956096316142,1.5593994067291825,2.3463589579755584,0.9241834425309765,0.5647585813493027,1.7444041922372509,0.716631601055346,1.2874339545456746,1.1668887443845533,1.2418194348617997,0.945686358788897,1.244254201591465
Blautia producta,-4.647034947085781,-4.59728448795116,-4.167922194211519,-5.402063751642504,-5.236322427141273,-6.250889649311466,-5.632237558352804,-5.623467730112543,-5.739687026176964,-5.473382401538878,-5.894132724107743,-4.3131818560795,-5.734306832232268,-4.780376904699387,-4.573384864655161,-4.765827330620418,-5.561784353081842,-5.471700019201526,-5.568363928933358,-5.274352237864516,-4.737799118649139
Streptococcus phage CHPC1046,0.0,0.0,0.0,0.0,0.0,-6.9776051467839215,0.0,-5.71314622910375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.157928018622103,-5.107139561091525,0.0,0.0,-5.2824801187479205,0.0
Anaerobutyricum hallii,-3.209140834150095,-0.41515457470632583,-0.03684639065434879,-0.6220031782694623,-1.047638488988127,-1.655836650883478,-0.7426338908968377,-0.21619996586780504,-1.4242697887074374,-0.9167599138507483,-1.0222019668530224,-2.4982817294168456,-0.2911641585223289,1.2555491198938409,1.2292759472080848,1.3892584601666047,-0.26615947278139834,-0.3457183653468052,-0.3390508261499439,-1.0316598215863186,0.26373140136679735
Bacteroides helcogenes,-1.6753816744627423,-6.1834025314180305,-6.254164702444117,-6.177632185032456,-6.094411801868563,-5.881904730363327,-5.742008454098176,-6.482455420585474,-5.772539186657632,-5.611284514886845,-5.839389759513316,-3.0771997933969257,-5.756133194685447,-6.793433057524831,-6.5166872847419635,-5.608286053633935,-4.722249025275089,-5.350807458296501,-4.5572804298043375,-4.3870460385744,-6.3518785519870535
Blautia hansenii,-3.5717109135348033,-4.57664144041831,-3.904074118349612,-5.109962358494648,-4.998652819063128,-5.438034548876768,-4.95857650320864,-4.880075866786898,-5.367226197270604,-5.299036020476401,-4.848048842105482,-2.5111877136137832,-4.593066518747247,-4.060078716911005,-3.7897354792037747,-3.5120707383746317,-4.645965440012241,-4.391674091663953,-4.673141067387824,-5.0392792351315645,-4.771334722532897
Simiaoa sunii,-1.8888296719964797,-2.521898475823875,-1.4083913180979484,-1.5495110664764025,-2.053164237826967,-0.08160770339166865,-0.7470195568816573,0.33057275082189574,0.08228733072822386,-0.0909673595222773,-1.1121934404072087,-2.677667512942969,0.17975052540604744,-0.4827789680804185,-0.3839056400914632,3.4051689865186034,1.3364896146904175,1.8243222434710753,1.134017997197547,1.4139963106913211,-0.7949448455187761
Bacteroides faecium,-2.8399826989075816,-4.3760476093604215,-4.974928344348924,-3.4912635541604664,-4.478355532045834,-5.42491904908651,-5.414089921368432,-6.077675826672068,-5.939697753808566,-5.7933191986071515,-6.072050516303588,-3.8555125590598824,-5.631885767637779,-6.0125503468284185,-6.744793357272817,-5.4976002555663,-4.564707748288608,-5.037553696974973,-4.89819467470528,-4.099033977651985,-4.547046927539699
Lacrimispora xylanolytica,-6.372045407914644,-6.025861254431548,-5.743150811948198,-6.837882813057847,-6.693588161809422,-6.984002917982072,-6.3998135482809255,-6.572841657042582,-7.354735253087413,-7.013226356554009,-6.431082605853697,-5.546811623344508,-6.487976356239068,-6.070967033053744,-5.695549838252959,-4.940746239666439,-5.866295394891798,-5.562104681000312,-6.063465817141379,-6.545514524581723,-6.181463421428124
Bacteroides sp. M10,-3.6816970277318455,-4.575503219419711,-3.8426493643463595,-3.943642474228649,-3.4245155024531866,-2.6203645712098615,-3.073787332964682,-4.457842866103851,-5.686543078701426,-5.561717300610015,-5.570611371144715,-4.624012860656539,-4.8213635665014865,-4.629348934671582,-5.834344942251097,-5.471913611902649,-4.846593480449247,-4.179572701847403,-4.31946076451535,-4.259234792090617,-4.229291946518733
Intestinimonas butyriciproducens,-6.268469004472092,-6.302641667634169,-5.570917867219103,-5.718447582069228,-5.603606794971751,-4.803430672340241,-3.963817378949056,-2.937968031995393,-3.9967788490158296,-4.112917233702601,-4.964571869676966,-6.962861895596421,-3.1656830683258548,-2.587884146351798,-2.1899203147066495,-2.5695562330353914,-3.0543106755401217,-3.1412478520076195,-3.386537805761004,-3.7402570514628044,-2.884248076066043
Faecalibacterium sp. IP-3-29,-4.7291233036635685,-1.4518224027466247,-0.8964681971206886,-1.2366426223173475,-1.225848116024855,-3.3657642623866066,-3.631774041869815,-3.7775297067873264,-4.11644033715833,-4.798302606121405,-3.9330108486205244,-4.113852216068398,-3.87289386714157,-3.4218741949128697,-3.315425364030923,-3.2260719947815817,-2.288262423195254,-2.2055520418536263,-2.288201470659584,-2.7621111445347606,0.36175757303306927
Phocaeicola dorei,1.4727339808088182,-0.5188868710772067,0.08835266194558782,0.5172847227024422,-0.152229535138619,2.4642556648186513,2.9997249912174033,3.471623125506989,4.238553901268933,4.341051795703238,4.860878161656709,1.696402455316729,4.661720927824009,4.7274601366275535,4.882404842179422,0.6743630438003703,1.0107125983222245,0.5689002200436953,1.0538196667039974,2.1577790744486265,3.8798307193789583
Pseudobutyrivibrio xylanivorans,-6.400334452346069,-5.9739491657890795,-5.130733723611691,-6.977534803386371,-6.000124206279796,-6.6685010922541395,-6.371677758684718,-6.238529837699378,-6.747830199485574,-6.901765926065473,-6.280236445141764,-5.665456119843125,-5.999943033254344,-5.72304372963344,-5.050532214060839,-4.646088086346319,-5.90652523968033,-5.277986673871637,-5.89586586864531,-6.195496817153278,-6.264156209874261
Mediterraneibacter gnavus,-0.37694147784047755,-1.229765687064022,-1.6090056395091432,-2.292090909617367,-2.0264941894715256,-3.0912880911379093,-2.71549076699927,-2.053069857147921,-3.0659354582282923,-2.905457831174258,-2.397681674503573,-0.2720399193715786,-2.073566748538696,-1.4953079872226753,-0.7443759711738732,-0.30010396611539325,-1.8924545553586487,-1.6576433767102816,-2.0025349762225146,-2.5639714292892712,-2.2848019581364856
Lachnoanaerobaculum gingivalis,-6.960513852137328,-6.2876524934147175,-5.252684255889482,-6.679453450453374,-5.833474336870347,-6.89089351359059,-6.650901402617838,-6.281075532665468,-7.118198649430695,-7.007444003960001,-6.10165697838891,-6.096520658563679,-6.498975355188329,-5.793433057524831,-5.268459678725091,-5.021252202893084,-6.135112153319603,-5.831524721847418,-6.032438921520759,-6.5801606673886015,-7.338703163239323
Blautia luti,-1.6186284989347202,-1.3727073200747302,-0.8223303534113698,-1.7055360976990757,-1.811187236311678,-2.6630369405300818,-1.8911518934039808,-1.8460949842062198,-2.2174201814363452,-2.3642804740565677,-1.9209070968834947,-0.8484176596809596,-2.302912757958827,-2.1087163096532384,-1.5602852992547134,-1.7300765478005802,-1.8658446231209382,-1.9200700761151703,-1.9846382007190486,-2.271568821154463,-2.1630817905604585
Faecalibacterium sp. I2-3-92,-5.546793281330473,-1.3626098912357512,-0.7937235236614275,-1.1109348526608187,-1.0981491010853919,-3.58650416171709,-4.070328761961072,-4.248428298765612,-4.271179509799568,-4.6389550033148925,-4.1875746972171,-5.7089745830097804,-4.804208845462421,-4.335194241800369,-4.518113577533259,-4.163628124973955,-3.198403269661561,-3.2789213645689785,-3.518697328536731,-3.79443576130254,-1.8529836110927436
Anaerostipes hadrus,-3.8695450673854506,1.9445298040100656,1.8210151546512316,0.5184119409003757,0.6664295177088887,-0.06651811940791816,0.6977115010487156,0.3349296257288753,-0.2271707533687379,-0.19048597197444092,0.6842973092130028,-3.4224834883423036,0.5956948351756739,1.188497414529214,0.9674470245029422,-0.9813183142933506,-0.09639144991112994,-0.7189514277943866,0.04570242098421547,-0.8736646493274127,-2.3812668977788216
Prevotella multiformis,-5.299212527903191,-5.3273361948871925,-4.96398496666234,-5.292090909617371,-4.969535886446374,-10.627859107757008,-10.328973307730635,-9.845860151449058,-10.274116792879253,-10.885765447371973,-11.001661188412392,-3.494249292424982,-10.1594888889168,-9.182475348270769,-9.545484549049489,-9.073949625982795,-8.986589628609535,-9.916247400752951,-10.0427072569747,-9.135375824715737,-10.06116918771056
Segatella bryantii,-5.261965484634429,-5.711414740913635,-5.541697728304108,-5.881472081605536,-5.463056395662952,-7.042896607035642,-7.353220853977171,-7.779770960991214,-7.250784289048506,-7.18532572923065,-7.8470841513033145,-3.763079282480037,-7.654253580666241,-9.326865257605974,-9.107363436657552,-8.316519929256831,-7.262224071222934,-7.772411628179189,-7.371090373999242,-7.12803384937454,-9.555278257980554
Lawsonibacter asaccharolyticus,-6.823329473403836,-5.202603837781313,-4.504223022885445,-3.962243151433767,-5.121378849468826,-3.0441494903457116,-3.1169228306154872,-1.7188331084443862,-3.2464511453378457,-2.9781678215893623,-3.1254366108908234,-7.278723989784434,-2.3713757632195263,-1.8107505537429038,-1.6555635898482763,-2.4864846180584204,-2.1468381202930416,-2.933805772137143,-2.6193211764052737,-2.4488752975324863,-1.6555171264300348
Dysosmobacter welbionis,-5.55604559456867,-3.3388778167698807,-3.3255171359009226,-2.7519362042548865,-3.299684488138703,-3.522823637058496,-2.6101550602745287,-1.713574646342495,-2.9173299407801063,-2.457282109512564,-3.321846007023713,-5.903319949942014,-1.777876166481132,-0.8399773232027807,-0.49379319676571276,-0.9577294534141844,-1.6475142271077254,-2.187887970059404,-2.0756045394668945,-2.454603695135546,-0.3236176177021238
Butyrivibrio proteoclasticus,-7.058545935097855,-6.495824964213982,-5.749400764138194,-7.359835516253222,-6.684096712832123,-7.146732418020183,-6.708386897278606,-6.462155858974938,-7.042791246772667,-7.140338274457342,-6.9263730611079515,-6.37520024527431,-6.406326067222647,-5.986078135467229,-5.375559547607087,-4.934885588245199,-5.921436949084261,-5.580424864207096,-6.183305587147383,-6.550413323994554,-6.943474145040667
Bacteroides sp. BFG-257,0.0,-2.0766886103816287,-2.1121572695431503,-1.922430203945903,-1.7144200420332516,-3.970441404964982,-3.955093133208392,-3.9495277475390447,-3.490477939795325,-3.388735491646207,-4.696142253228571,0.0,-4.647098861584284,0.0,0.0,0.0,-5.386030272837331,-4.837020709602265,-5.546281430855082,-4.970366313687511,-3.3842248286034944
Alistipes megaguti,-3.455228683854866,-5.828559814057934,-6.4170710737903685,-5.262973977000612,-5.810057672439176,-5.627859107756786,-5.551115282917372,-4.619447958660199,-5.078289927994052,-5.522017176789754,-5.890152873195198,-4.112727745987397,-4.997341238066059,-4.151676860902391,-4.0557013168350196,-4.5062651166934256,-4.201812554527112,-5.396737961520303,-4.621243488536305,-4.521266978335032,-4.332704422617872
Hungatella xylanolytica,-6.621140622790565,-5.815063971573709,-5.467697146860332,-6.899283357721994,-6.527371209144675,-6.837782177131027,-6.359346956774,-6.319686981935439,-6.983897557719108,-6.828570045790202,-6.589847590007642,-5.6523256989143515,-6.42368722788409,-6.035633959941468,-5.598814051455527,-4.689834016316776,-5.895441740551312,-5.575822962248092,-5.807855618911495,-6.298874556998592,-6.125709439905123
Akkermansia massiliensis,0.0,0.0,0.0,0.0,0.0,-8.99042918714156,-9.28166759295219,-9.021431716032444,0.0,0.0,0.0,0.0,0.0,0.0,-8.290227493807341,-1.5377486735036165,0.8190841570672812,0.7067195440376716,-0.05146887588474282,0.7467369080674828,0.0
Blautia pseudococcoides,-5.17896268548507,-5.36617286142531,-4.731762417361702,-5.593575615292961,-5.766837143840056,-5.272263300104033,-4.94930614173104,-5.011915920912244,-5.663252428715211,-5.763774922993131,-5.0005881537469605,-4.702193395244525,-4.817916264883021,-4.53587378175719,-4.19590011125917,-3.1381531539278504,-4.693167961411142,-4.461052775002012,-4.702348456680033,-4.867442619469076,-4.50596655383211
Akkermansia sp. EB-AMDK43,0.0,0.0,0.0,0.0,0.0,-6.076684920491916,-6.1510555155346385,-6.066687997162093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.400320930387725,-4.850852982781833,-5.70846590064837,-4.7958893584440405,0.0
Lacrimispora saccharolytica,-6.337446746390667,-5.812379887002494,-5.642783853418424,-6.381577295407272,-6.336849303095247,-6.84941687761443,-6.244342057263305,-6.330160313164942,-7.00326288258603,-6.7883529457138,-6.4543993968762585,-5.327459656328111,-6.215839743298019,-5.916581288297702,-5.436285778147768,-4.946630795918296,-5.827157000984841,-5.454701942849627,-5.9193248414693,-6.3196331171653926,-5.876888893291026
Bacteroides zhangwenhongii,-3.8832043105326273,-5.98902448625118,-6.467697146860332,-5.806033947018513,-5.867983867296953,-4.420573578810545,-4.917321093636272,-5.367427570881634,-5.4401267443180545,-5.89374350479527,-6.221551102545468,-4.724349808896695,-5.80990445112643,-5.997363943013749,-6.758213873035137,-4.703054681947107,-3.221862242485549,-3.344922902044644,-3.2148882323572607,-2.6366690573449674,-5.184406696928851
